"inputs[""Boronate in Solvent""].components[0].identifiers[0].value","inputs[""Boronate in Solvent""].components[1].identifiers[0].value","inputs[""Ligand in Solvent""].components[0].identifiers[0].value","inputs[""Ligand in Solvent""].components[0].amount.moles.value","inputs[""Ligand in Solvent""].components[0].amount.moles.units","inputs[""Ligand in Solvent""].components[0].reaction_role","inputs[""Ligand in Solvent""].components[1].identifiers[0].type","inputs[""Ligand in Solvent""].components[1].identifiers[0].value","inputs[""Ligand in Solvent""].components[1].amount.volume.value","inputs[""Ligand in Solvent""].components[1].amount.volume.units","inputs[""Ligand in Solvent""].components[1].amount.volume_includes_solutes","inputs[""Ligand in Solvent""].components[1].reaction_role","inputs[""Aryl Halide""].components[0].identifiers[0].value","inputs[""Solvent_1""].components[0].identifiers[0].value","inputs[""Base in Solvent""].components[0].identifiers[0].value","inputs[""Base in Solvent""].components[0].amount.moles.value","inputs[""Base in Solvent""].components[0].amount.moles.units","inputs[""Base in Solvent""].components[0].reaction_role","inputs[""Base in Solvent""].components[1].identifiers[0].type","inputs[""Base in Solvent""].components[1].identifiers[0].value","inputs[""Base in Solvent""].components[1].amount.volume.value","inputs[""Base in Solvent""].components[1].amount.volume.units","inputs[""Base in Solvent""].components[1].reaction_role",outcomes[0].products[0].measurements[0].percentage.value,provenance.record_modified[1].time.value,reaction_id,"inputs[""Ligand in Solvent""].components[0].amount.volume.value","inputs[""Ligand in Solvent""].components[0].amount.volume.units","inputs[""Ligand in Solvent""].components[0].amount.volume_includes_solutes","inputs[""Base in Solvent""].components[0].amount.volume.value","inputs[""Base in Solvent""].components[0].amount.volume.units"
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[OH-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,84.80000305175781,2021-03-04 13:56:27.663048,ord-243fb42a70674a51bbc7c960ace7543e,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[OH-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,83.9000015258789,2021-03-04 13:56:27.668661,ord-cf2883a247b8457ca4492c474d802e6a,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[OH-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,74.94000244140625,2021-03-04 13:56:27.674304,ord-fdbd2b179c324922b8ec507a82629bb9,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[OH-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,81.05000305175781,2021-03-04 13:56:27.679923,ord-2aac99479991475ea0b63d254ad9e661,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[OH-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,80.98999786376953,2021-03-04 13:56:27.685529,ord-de5d476eed3c49a9bb6fad902d5c0937,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[OH-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,48.41999816894531,2021-03-04 13:56:27.691155,ord-2aa31b8367064527bf6f6fcad5978945,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,Cc1ccccc1,,,SOLVENT,,,,,,,IC1=CC=C2N=CC=CC2=C1,CO,[OH-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,75.47000122070312,2021-03-04 13:56:27.696532,ord-83cfebe4eb8c4a6c8b842f99ca13f06e,1.0,MICROLITER,True,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC(C)(C)P(C(C)(C)C)C(C)(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,77.2699966430664,2021-03-04 13:56:27.702160,ord-a8f02cf7154444859e9488d5fe3ba7f0,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,c1ccc(cc1)P(c2ccccc2)c3ccccc3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,87.83999633789062,2021-03-04 13:56:27.707960,ord-c65ec38593e447558f0d894893fe55e8,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,90.06999969482422,2021-03-04 13:56:27.713680,ord-02d136c4307f4f2fb1b22c7a02104a86,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,86.58000183105469,2021-03-04 13:56:27.719352,ord-34270055ae4245e9a4b111026e2f65b5,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,86.81999969482422,2021-03-04 13:56:27.725053,ord-ca0ccf57101649c0b70403f8c2650331,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,83.75,2021-03-04 13:56:27.730869,ord-c8bbc672e95a4e0db3f50060e85445a6,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,82.5,2021-03-04 13:56:27.736699,ord-e8fc89a5885f4c86a537f4e836625b40,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,67.2300033569336,2021-03-04 13:56:27.742136,ord-cdea9ca8fccd41a89faf3c03e3a3d232,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,81.5199966430664,2021-03-04 13:56:27.747563,ord-b83edf15cc3440ab98332d2e3cee82b4,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,79.87999725341797,2021-03-04 13:56:27.753201,ord-fdf48a39db3a4a68b8485f682bdf7cce,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,46.70000076293945,2021-03-04 13:56:27.758594,ord-74ac3aefc891469cabd584edb7eee107,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,Cc1ccccc1,,,SOLVENT,,,,,,,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,74.9000015258789,2021-03-04 13:56:27.763922,ord-71b6d7e0c0ca4e588ddd1c798c606707,1.0,MICROLITER,True,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC(C)(C)P(C(C)(C)C)C(C)(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,67.08000183105469,2021-03-04 13:56:27.769321,ord-cc795ff6516447279b04c229dfbd5237,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,c1ccc(cc1)P(c2ccccc2)c3ccccc3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,68.0,2021-03-04 13:56:27.774945,ord-6bba29121e7f496ca617feb6bcd4b118,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,75.68000030517578,2021-03-04 13:56:27.780497,ord-7e9bc5518c5f483e8069ee4b539a7a78,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,77.41000366210938,2021-03-04 13:56:27.785893,ord-755a444b60d949988145a9358c9c805b,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,72.91999816894531,2021-03-04 13:56:27.791401,ord-dabd55b8c0164d93bbeea2cf2f2e173c,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,76.08000183105469,2021-03-04 13:56:27.796810,ord-f9b9585ba7f8472786de0b3899a703e2,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,52.18000030517578,2021-03-04 13:56:27.802439,ord-9eb1c0433b8a4adea9347e9a356d8548,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,50.90999984741211,2021-03-04 13:56:27.808066,ord-cd921a87b0f04f3eb6f39cac33f19c55,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,49.61000061035156,2021-03-04 13:56:27.813492,ord-62a330b096ab41c2b8966c4fc253b7aa,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,60.34000015258789,2021-03-04 13:56:27.818899,ord-693a5485452b493abbc9b335fdb4948b,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,21.09000015258789,2021-03-04 13:56:27.824407,ord-c895062755af4f0595349c0be52187e6,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,Cc1ccccc1,,,SOLVENT,,,,,,,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,40.400001525878906,2021-03-04 13:56:27.829722,ord-97daf3dadd6947e5a898086657866bdd,1.0,MICROLITER,True,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC(C)(C)P(C(C)(C)C)C(C)(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,83.04000091552734,2021-03-04 13:56:27.835154,ord-dcc71c5adc574cd0a86504064774c993,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,c1ccc(cc1)P(c2ccccc2)c3ccccc3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,90.36000061035156,2021-03-04 13:56:27.840555,ord-c7cdb7f422b941399d3ba890b49eb502,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,92.58000183105469,2021-03-04 13:56:27.846070,ord-084f8db995114c3dab133e2b791522ee,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,88.04000091552734,2021-03-04 13:56:27.851545,ord-54b1e5bbbab641469fcc36df45ea697b,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,88.19000244140625,2021-03-04 13:56:27.856986,ord-16fb6c0f8d834bb19a1b246304debe60,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,91.1500015258789,2021-03-04 13:56:27.862863,ord-4e4770a72b5c43f7a469fbc46808f11e,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,88.95999908447266,2021-03-04 13:56:27.868281,ord-ba3654f1987e42c2b2d51e3bde77fed3,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,77.55000305175781,2021-03-04 13:56:27.873940,ord-6192ac68447d405d93398582cc07195a,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,85.08999633789062,2021-03-04 13:56:27.879368,ord-d8fa25b5dc754d4bb0bc6544c5a3d0d4,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,78.77999877929688,2021-03-04 13:56:27.884937,ord-2562c5eaf7c84b5c8fdcc04a957ae63b,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,39.79999923706055,2021-03-04 13:56:27.890395,ord-2703676a16f740aca96b232621fba37d,,,,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,Cc1ccccc1,,,SOLVENT,,,,,,,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,75.41999816894531,2021-03-04 13:56:27.895811,ord-1a9d7fcac1504d95b2d2ed0efb818eee,1.0,MICROLITER,True,,
Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CN(C)C=O,CC(C)(C)P(C(C)(C)C)C(C)(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,IC1=CC=C2N=CC=CC2=C1,CO,[OH-].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,80.91000366210938,2021-03-04 13:56:27.901266,ord-08d1ecd935234234b114eb6e7fb3e5cb,,,,,
