ReactionID,Aryl Halide,Boronate,Ligand,Base,Solvent,Yield
2712,R1_Cl,R2_Bpin,Tol,NaHCO3,MeCN,15.07999992
2713,R1_Cl,R2_Bpin,P(tBu)3,CsF,MeCN,9.979999542
2714,R1_Cl,R2_Bpin,P(Cy)3,CsF,MeCN,13.89000034
2715,R1_Cl,R2_Bpin,AmPhos,CsF,MeCN,7.659999847
2716,R1_Cl,R2_Bpin,PPh3,CsF,MeCN,13.92000008
2717,R1_Cl,R2_Bpin,P(o-Tol)3,CsF,MeCN,7.800000191
2718,R1_Cl,R2_Bpin,cataCXium A,CsF,MeCN,15.15999985
2719,R1_Cl,R2_Bpin,SPhos,CsF,MeCN,72.08999634
2720,R1_Cl,R2_Bpin,dtbpf,CsF,MeCN,16.63999939
2721,R1_Cl,R2_Bpin,XPhos,CsF,MeCN,77.77999878
2722,R1_Cl,R2_Bpin,dppf,CsF,MeCN,22.92000008
2723,R1_Cl,R2_Bpin,Xantphos,CsF,MeCN,0.939999998
2724,R1_Cl,R2_Bpin,Tol,CsF,MeCN,14.56000042
2725,R1_Cl,R2_Bpin,P(tBu)3,K3PO4,MeCN,8.729999542
2726,R1_Cl,R2_Bpin,P(Cy)3,K3PO4,MeCN,14.02000046
2727,R1_Cl,R2_Bpin,AmPhos,K3PO4,MeCN,9.680000305
2728,R1_Cl,R2_Bpin,PPh3,K3PO4,MeCN,12.55000019
2729,R1_Cl,R2_Bpin,P(o-Tol)3,K3PO4,MeCN,5.789999962
2730,R1_Cl,R2_Bpin,cataCXium A,K3PO4,MeCN,15.47000027
2731,R1_Cl,R2_Bpin,SPhos,K3PO4,MeCN,69.41999817
2732,R1_Cl,R2_Bpin,dtbpf,K3PO4,MeCN,15.48999977
2733,R1_Cl,R2_Bpin,XPhos,K3PO4,MeCN,68.05000305
2734,R1_Cl,R2_Bpin,dppf,K3PO4,MeCN,21.20000076
2735,R1_Cl,R2_Bpin,Xantphos,K3PO4,MeCN,0.959999979
2736,R1_Cl,R2_Bpin,Tol,K3PO4,MeCN,16.59000015
2737,R1_Cl,R2_Bpin,P(tBu)3,KOH,MeCN,10.47999954
2738,R1_Cl,R2_Bpin,P(Cy)3,KOH,MeCN,13.89000034
2739,R1_Cl,R2_Bpin,AmPhos,KOH,MeCN,8.090000153
2740,R1_Cl,R2_Bpin,PPh3,KOH,MeCN,12.10999966
2741,R1_Cl,R2_Bpin,P(o-Tol)3,KOH,MeCN,6.599999905
2742,R1_Cl,R2_Bpin,cataCXium A,KOH,MeCN,12.64000034
2743,R1_Cl,R2_Bpin,SPhos,KOH,MeCN,74.54000092
2744,R1_Cl,R2_Bpin,dtbpf,KOH,MeCN,15.94999981
2745,R1_Cl,R2_Bpin,XPhos,KOH,MeCN,81.16999817
2746,R1_Cl,R2_Bpin,dppf,KOH,MeCN,20.79000092
2747,R1_Cl,R2_Bpin,Xantphos,KOH,MeCN,0.519999981
2748,R1_Cl,R2_Bpin,Tol,KOH,MeCN,14.42000008
2749,R1_Cl,R2_Bpin,P(tBu)3,LiOtBu,MeCN,12.39000034
2750,R1_Cl,R2_Bpin,P(Cy)3,LiOtBu,MeCN,14.63000011
2751,R1_Cl,R2_Bpin,AmPhos,LiOtBu,MeCN,8.699999809
2752,R1_Cl,R2_Bpin,PPh3,LiOtBu,MeCN,12
2753,R1_Cl,R2_Bpin,P(o-Tol)3,LiOtBu,MeCN,7.079999924
2754,R1_Cl,R2_Bpin,cataCXium A,LiOtBu,MeCN,14.51000023
2755,R1_Cl,R2_Bpin,SPhos,LiOtBu,MeCN,75.5
2756,R1_Cl,R2_Bpin,dtbpf,LiOtBu,MeCN,14.89000034
2757,R1_Cl,R2_Bpin,XPhos,LiOtBu,MeCN,76.55999756
2758,R1_Cl,R2_Bpin,dppf,LiOtBu,MeCN,21.27000046
2759,R1_Cl,R2_Bpin,Xantphos,LiOtBu,MeCN,5.710000038
2760,R1_Cl,R2_Bpin,Tol,LiOtBu,MeCN,11.5
2761,R1_Cl,R2_Bpin,P(tBu)3,Et3N,MeCN,9.279999733
2762,R1_Cl,R2_Bpin,P(Cy)3,Et3N,MeCN,14.60999966
2763,R1_Cl,R2_Bpin,AmPhos,Et3N,MeCN,10.13000011
2764,R1_Cl,R2_Bpin,PPh3,Et3N,MeCN,11.60000038
2765,R1_Cl,R2_Bpin,P(o-Tol)3,Et3N,MeCN,5.929999828
2766,R1_Cl,R2_Bpin,cataCXium A,Et3N,MeCN,14.43999958
2767,R1_Cl,R2_Bpin,SPhos,Et3N,MeCN,72.12000275
2768,R1_Cl,R2_Bpin,dtbpf,Et3N,MeCN,14.31000042
2769,R1_Cl,R2_Bpin,XPhos,Et3N,MeCN,67.73000336
2770,R1_Cl,R2_Bpin,dppf,Et3N,MeCN,23.70999908
2771,R1_Cl,R2_Bpin,Xantphos,Et3N,MeCN,5.539999962
2772,R1_Cl,R2_Bpin,Tol,Et3N,MeCN,15.19999981
2773,R1_Cl,R2_Bpin,P(tBu)3,None,MeCN,12.15999985
2774,R1_Cl,R2_Bpin,P(Cy)3,None,MeCN,14.30000019
2775,R1_Cl,R2_Bpin,AmPhos,None,MeCN,8.880000114
2776,R1_Cl,R2_Bpin,PPh3,None,MeCN,12.43999958
2777,R1_Cl,R2_Bpin,P(o-Tol)3,None,MeCN,7.409999847
2778,R1_Cl,R2_Bpin,cataCXium A,None,MeCN,18.05999947
2779,R1_Cl,R2_Bpin,SPhos,None,MeCN,64.66000366
2780,R1_Cl,R2_Bpin,dtbpf,None,MeCN,14.47999954
2781,R1_Cl,R2_Bpin,XPhos,None,MeCN,66.37000275
2782,R1_Cl,R2_Bpin,dppf,None,MeCN,22.76000023
2783,R1_Cl,R2_Bpin,Xantphos,None,MeCN,0.439999998
2784,R1_Cl,R2_Bpin,Tol,None,MeCN,14.52000046
2785,R1_Cl,R2_Bpin,P(tBu)3,NaOH,THF,22.09000015
2786,R1_Cl,R2_Bpin,P(Cy)3,NaOH,THF,16.79000092
2787,R1_Cl,R2_Bpin,AmPhos,NaOH,THF,16.94000053
2788,R1_Cl,R2_Bpin,PPh3,NaOH,THF,31.86000061
2789,R1_Cl,R2_Bpin,P(o-Tol)3,NaOH,THF,10.92000008
2790,R1_Cl,R2_Bpin,cataCXium A,NaOH,THF,49.90999985
2791,R1_Cl,R2_Bpin,SPhos,NaOH,THF,78.41000366
2792,R1_Cl,R2_Bpin,dtbpf,NaOH,THF,19.13999939
2793,R1_Cl,R2_Bpin,XPhos,NaOH,THF,92.16000366
2794,R1_Cl,R2_Bpin,dppf,NaOH,THF,28.11000061
2795,R1_Cl,R2_Bpin,Xantphos,NaOH,THF,4.690000057
2796,R1_Cl,R2_Bpin,Tol,NaOH,THF,17.04000092
2797,R1_Cl,R2_Bpin,P(tBu)3,NaHCO3,THF,51.13000107
2798,R1_Cl,R2_Bpin,P(Cy)3,NaHCO3,THF,15.63000011
2799,R1_Cl,R2_Bpin,AmPhos,NaHCO3,THF,30.88999939
2800,R1_Cl,R2_Bpin,PPh3,NaHCO3,THF,48.75
2801,R1_Cl,R2_Bpin,P(o-Tol)3,NaHCO3,THF,7.820000172
2802,R1_Cl,R2_Bpin,cataCXium A,NaHCO3,THF,67.80000305
2803,R1_Cl,R2_Bpin,SPhos,NaHCO3,THF,50.65999985
2804,R1_Cl,R2_Bpin,dtbpf,NaHCO3,THF,18.15999985
2805,R1_Cl,R2_Bpin,XPhos,NaHCO3,THF,56.5
2806,R1_Cl,R2_Bpin,dppf,NaHCO3,THF,26.10000038
2807,R1_Cl,R2_Bpin,Xantphos,NaHCO3,THF,3.880000114
2808,R1_Cl,R2_Bpin,Tol,NaHCO3,THF,14.76000023
2809,R1_Cl,R2_Bpin,P(tBu)3,CsF,THF,21.19000053
2810,R1_Cl,R2_Bpin,P(Cy)3,CsF,THF,15.55000019
2811,R1_Cl,R2_Bpin,AmPhos,CsF,THF,25.80999947
2812,R1_Cl,R2_Bpin,PPh3,CsF,THF,43.77999878
2813,R1_Cl,R2_Bpin,P(o-Tol)3,CsF,THF,5.559999943
2814,R1_Cl,R2_Bpin,cataCXium A,CsF,THF,48.33000183
2815,R1_Cl,R2_Bpin,SPhos,CsF,THF,46.59000015
2816,R1_Cl,R2_Bpin,dtbpf,CsF,THF,19.29999924
2817,R1_Cl,R2_Bpin,XPhos,CsF,THF,57.54999924
2818,R1_Cl,R2_Bpin,dppf,CsF,THF,26.20999908
2819,R1_Cl,R2_Bpin,Xantphos,CsF,THF,3.279999971
2820,R1_Cl,R2_Bpin,Tol,CsF,THF,16.84000015
2821,R1_Cl,R2_Bpin,P(tBu)3,K3PO4,THF,30.60000038
2822,R1_Cl,R2_Bpin,P(Cy)3,K3PO4,THF,16.40999985
2823,R1_Cl,R2_Bpin,AmPhos,K3PO4,THF,23.81999969
2824,R1_Cl,R2_Bpin,PPh3,K3PO4,THF,37.15999985
2825,R1_Cl,R2_Bpin,P(o-Tol)3,K3PO4,THF,6.449999809
2826,R1_Cl,R2_Bpin,cataCXium A,K3PO4,THF,46.65000153
2827,R1_Cl,R2_Bpin,SPhos,K3PO4,THF,53.72000122
2828,R1_Cl,R2_Bpin,dtbpf,K3PO4,THF,18.30999947
2829,R1_Cl,R2_Bpin,XPhos,K3PO4,THF,68.30999756
2830,R1_Cl,R2_Bpin,dppf,K3PO4,THF,25.51000023
2831,R1_Cl,R2_Bpin,Xantphos,K3PO4,THF,3.539999962
2832,R1_Cl,R2_Bpin,Tol,K3PO4,THF,15.15999985
2833,R1_Cl,R2_Bpin,P(tBu)3,KOH,THF,44.63000107
2834,R1_Cl,R2_Bpin,P(Cy)3,KOH,THF,17.78000069
2835,R1_Cl,R2_Bpin,AmPhos,KOH,THF,25.21999931
2836,R1_Cl,R2_Bpin,PPh3,KOH,THF,46.20999908
2837,R1_Cl,R2_Bpin,P(o-Tol)3,KOH,THF,7.619999886
2838,R1_Cl,R2_Bpin,cataCXium A,KOH,THF,33.61000061
2839,R1_Cl,R2_Bpin,SPhos,KOH,THF,70.66999817
2840,R1_Cl,R2_Bpin,dtbpf,KOH,THF,22.18000031
2841,R1_Cl,R2_Bpin,XPhos,KOH,THF,79.94000244
2842,R1_Cl,R2_Bpin,dppf,KOH,THF,28.71999931
2843,R1_Cl,R2_Bpin,Xantphos,KOH,THF,4.559999943
2844,R1_Cl,R2_Bpin,Tol,KOH,THF,20.75
2845,R1_Cl,R2_Bpin,P(tBu)3,LiOtBu,THF,52.95000076
2846,R1_Cl,R2_Bpin,P(Cy)3,LiOtBu,THF,18.29000092
2847,R1_Cl,R2_Bpin,AmPhos,LiOtBu,THF,15.11999989
2848,R1_Cl,R2_Bpin,PPh3,LiOtBu,THF,18.51000023
2849,R1_Cl,R2_Bpin,P(o-Tol)3,LiOtBu,THF,9.069999695
2850,R1_Cl,R2_Bpin,cataCXium A,LiOtBu,THF,30.62000084
2851,R1_Cl,R2_Bpin,SPhos,LiOtBu,THF,77.12999725
2852,R1_Cl,R2_Bpin,dtbpf,LiOtBu,THF,18.21999931
2853,R1_Cl,R2_Bpin,XPhos,LiOtBu,THF,92.52999878
2854,R1_Cl,R2_Bpin,dppf,LiOtBu,THF,31.85000038
2855,R1_Cl,R2_Bpin,Xantphos,LiOtBu,THF,3.50999999
2856,R1_Cl,R2_Bpin,Tol,LiOtBu,THF,23.32999992
2857,R1_Cl,R2_Bpin,P(tBu)3,Et3N,THF,58.56999969
2858,R1_Cl,R2_Bpin,P(Cy)3,Et3N,THF,18.11000061
2859,R1_Cl,R2_Bpin,AmPhos,Et3N,THF,11.47000027
2860,R1_Cl,R2_Bpin,PPh3,Et3N,THF,15.75
2861,R1_Cl,R2_Bpin,P(o-Tol)3,Et3N,THF,7.300000191
2862,R1_Cl,R2_Bpin,cataCXium A,Et3N,THF,33.70000076
2863,R1_Cl,R2_Bpin,SPhos,Et3N,THF,76.22000122
2864,R1_Cl,R2_Bpin,dtbpf,Et3N,THF,17.93000031
2865,R1_Cl,R2_Bpin,XPhos,Et3N,THF,91.76000214
2866,R1_Cl,R2_Bpin,dppf,Et3N,THF,24.97999954
2867,R1_Cl,R2_Bpin,Xantphos,Et3N,THF,5.139999866
2868,R1_Cl,R2_Bpin,Tol,Et3N,THF,18.45000076
2869,R1_Cl,R2_Bpin,P(tBu)3,None,THF,51.09999847
2870,R1_Cl,R2_Bpin,P(Cy)3,None,THF,17.48999977
2871,R1_Cl,R2_Bpin,AmPhos,None,THF,31.04999924
2872,R1_Cl,R2_Bpin,PPh3,None,THF,51.22999954
2873,R1_Cl,R2_Bpin,P(o-Tol)3,None,THF,6.840000153
2874,R1_Cl,R2_Bpin,cataCXium A,None,THF,77.05999756
2875,R1_Cl,R2_Bpin,SPhos,None,THF,69.30000305
2876,R1_Cl,R2_Bpin,dtbpf,None,THF,19.31999969
2877,R1_Cl,R2_Bpin,XPhos,None,THF,84.83000183
2878,R1_Cl,R2_Bpin,dppf,None,THF,24.25
2879,R1_Cl,R2_Bpin,Xantphos,None,THF,7.349999905
2880,R1_Cl,R2_Bpin,Tol,None,THF,21.20999908
2881,R1_Cl,R2_Bpin,P(tBu)3,NaOH,DMF,25.34000015
2882,R1_Cl,R2_Bpin,P(Cy)3,NaOH,DMF,13.31999969
2883,R1_Cl,R2_Bpin,AmPhos,NaOH,DMF,11.93000031
2884,R1_Cl,R2_Bpin,PPh3,NaOH,DMF,13.92000008
2885,R1_Cl,R2_Bpin,P(o-Tol)3,NaOH,DMF,7.679999828
2886,R1_Cl,R2_Bpin,cataCXium A,NaOH,DMF,12.28999996
2887,R1_Cl,R2_Bpin,SPhos,NaOH,DMF,72.37999725
2888,R1_Cl,R2_Bpin,dtbpf,NaOH,DMF,18.45000076
2889,R1_Cl,R2_Bpin,XPhos,NaOH,DMF,86.52999878
2890,R1_Cl,R2_Bpin,dppf,NaOH,DMF,17
2891,R1_Cl,R2_Bpin,Xantphos,NaOH,DMF,5.260000229
2892,R1_Cl,R2_Bpin,Tol,NaOH,DMF,17.19000053
2893,R1_Cl,R2_Bpin,P(tBu)3,NaHCO3,DMF,11.13000011
2894,R1_Cl,R2_Bpin,P(Cy)3,NaHCO3,DMF,17.02000046
2895,R1_Cl,R2_Bpin,AmPhos,NaHCO3,DMF,8.529999733
2896,R1_Cl,R2_Bpin,PPh3,NaHCO3,DMF,32.5
2897,R1_Cl,R2_Bpin,P(o-Tol)3,NaHCO3,DMF,6.25
2898,R1_Cl,R2_Bpin,cataCXium A,NaHCO3,DMF,21.79000092
2899,R1_Cl,R2_Bpin,SPhos,NaHCO3,DMF,46.5
2900,R1_Cl,R2_Bpin,dtbpf,NaHCO3,DMF,15.44999981
2901,R1_Cl,R2_Bpin,XPhos,NaHCO3,DMF,52.93000031
2902,R1_Cl,R2_Bpin,dppf,NaHCO3,DMF,24.45999908
2903,R1_Cl,R2_Bpin,Xantphos,NaHCO3,DMF,0.579999983
2904,R1_Cl,R2_Bpin,Tol,NaHCO3,DMF,13.34000015
2905,R1_Cl,R2_Bpin,P(tBu)3,CsF,DMF,4.300000191
2906,R1_Cl,R2_Bpin,P(Cy)3,CsF,DMF,16.31999969
2907,R1_Cl,R2_Bpin,AmPhos,CsF,DMF,9.25
2908,R1_Cl,R2_Bpin,PPh3,CsF,DMF,31.18000031
2909,R1_Cl,R2_Bpin,P(o-Tol)3,CsF,DMF,5.960000038
2910,R1_Cl,R2_Bpin,cataCXium A,CsF,DMF,21.02000046
2911,R1_Cl,R2_Bpin,SPhos,CsF,DMF,56.86000061
2912,R1_Cl,R2_Bpin,dtbpf,CsF,DMF,16.62999916
2913,R1_Cl,R2_Bpin,XPhos,CsF,DMF,47.97999954
2914,R1_Cl,R2_Bpin,dppf,CsF,DMF,24.07999992
2915,R1_Cl,R2_Bpin,Xantphos,CsF,DMF,0.560000002
2916,R1_Cl,R2_Bpin,Tol,CsF,DMF,12.76000023
2917,R1_Cl,R2_Bpin,P(tBu)3,K3PO4,DMF,12.77999973
2918,R1_Cl,R2_Bpin,P(Cy)3,K3PO4,DMF,15.28999996
2919,R1_Cl,R2_Bpin,AmPhos,K3PO4,DMF,9.319999695
2920,R1_Cl,R2_Bpin,PPh3,K3PO4,DMF,26.25
2921,R1_Cl,R2_Bpin,P(o-Tol)3,K3PO4,DMF,7.239999771
2922,R1_Cl,R2_Bpin,cataCXium A,K3PO4,DMF,20.57999992
2923,R1_Cl,R2_Bpin,SPhos,K3PO4,DMF,40.43000031
2924,R1_Cl,R2_Bpin,dtbpf,K3PO4,DMF,15.77999973
2925,R1_Cl,R2_Bpin,XPhos,K3PO4,DMF,40.45999908
2926,R1_Cl,R2_Bpin,dppf,K3PO4,DMF,24.70999908
2927,R1_Cl,R2_Bpin,Xantphos,K3PO4,DMF,0.600000024
2928,R1_Cl,R2_Bpin,Tol,K3PO4,DMF,0
2929,R1_Cl,R2_Bpin,P(tBu)3,KOH,DMF,0
2930,R1_Cl,R2_Bpin,P(Cy)3,KOH,DMF,16.19000053
2931,R1_Cl,R2_Bpin,AmPhos,KOH,DMF,10.77000046
2932,R1_Cl,R2_Bpin,PPh3,KOH,DMF,14.09000015
2933,R1_Cl,R2_Bpin,P(o-Tol)3,KOH,DMF,7.579999924
2934,R1_Cl,R2_Bpin,cataCXium A,KOH,DMF,18.46999931
2935,R1_Cl,R2_Bpin,SPhos,KOH,DMF,13.52999973
2936,R1_Cl,R2_Bpin,dtbpf,KOH,DMF,18.04999924
2937,R1_Cl,R2_Bpin,XPhos,KOH,DMF,10.44999981
2938,R1_Cl,R2_Bpin,dppf,KOH,DMF,21.85000038
2939,R1_Cl,R2_Bpin,Xantphos,KOH,DMF,7.369999886
2940,R1_Cl,R2_Bpin,Tol,KOH,DMF,16.57999992
2941,R1_Cl,R2_Bpin,P(tBu)3,LiOtBu,DMF,9.539999962
2942,R1_Cl,R2_Bpin,P(Cy)3,LiOtBu,DMF,14.96000004
2943,R1_Cl,R2_Bpin,AmPhos,LiOtBu,DMF,10.97999954
2944,R1_Cl,R2_Bpin,PPh3,LiOtBu,DMF,13.10000038
2945,R1_Cl,R2_Bpin,P(o-Tol)3,LiOtBu,DMF,8.039999962
2946,R1_Cl,R2_Bpin,cataCXium A,LiOtBu,DMF,17.26000023
2947,R1_Cl,R2_Bpin,SPhos,LiOtBu,DMF,12.39999962
2948,R1_Cl,R2_Bpin,dtbpf,LiOtBu,DMF,17.26000023
2949,R1_Cl,R2_Bpin,XPhos,LiOtBu,DMF,11.13000011
2950,R1_Cl,R2_Bpin,dppf,LiOtBu,DMF,21.36000061
2951,R1_Cl,R2_Bpin,Xantphos,LiOtBu,DMF,6.480000019
2952,R1_Cl,R2_Bpin,Tol,LiOtBu,DMF,12.21000004
2953,R1_Cl,R2_Bpin,P(tBu)3,Et3N,DMF,5.840000153
2954,R1_Cl,R2_Bpin,P(Cy)3,Et3N,DMF,15.69999981
2955,R1_Cl,R2_Bpin,AmPhos,Et3N,DMF,9.800000191
2956,R1_Cl,R2_Bpin,PPh3,Et3N,DMF,13.13000011
2957,R1_Cl,R2_Bpin,P(o-Tol)3,Et3N,DMF,8.18999958
2958,R1_Cl,R2_Bpin,cataCXium A,Et3N,DMF,16.12000084
2959,R1_Cl,R2_Bpin,SPhos,Et3N,DMF,10.75
2960,R1_Cl,R2_Bpin,dtbpf,Et3N,DMF,17.38999939
2961,R1_Cl,R2_Bpin,XPhos,Et3N,DMF,9.899999619
2962,R1_Cl,R2_Bpin,dppf,Et3N,DMF,22.80999947
2963,R1_Cl,R2_Bpin,Xantphos,Et3N,DMF,7.880000114
2964,R1_Cl,R2_Bpin,Tol,Et3N,DMF,12.90999985
2965,R1_Cl,R2_Bpin,P(tBu)3,None,DMF,6.690000057
2966,R1_Cl,R2_Bpin,P(Cy)3,None,DMF,15.93000031
2967,R1_Cl,R2_Bpin,AmPhos,None,DMF,8.93999958
2968,R1_Cl,R2_Bpin,PPh3,None,DMF,15.14999962
2969,R1_Cl,R2_Bpin,P(o-Tol)3,None,DMF,10.92000008
2970,R1_Cl,R2_Bpin,cataCXium A,None,DMF,19.53000069
2971,R1_Cl,R2_Bpin,SPhos,None,DMF,15.42000008
2972,R1_Cl,R2_Bpin,dtbpf,None,DMF,16.87999916
2973,R1_Cl,R2_Bpin,XPhos,None,DMF,8.470000267
2974,R1_Cl,R2_Bpin,dppf,None,DMF,24.29999924
2975,R1_Cl,R2_Bpin,Xantphos,None,DMF,8.479999542
2976,R1_Cl,R2_Bpin,Tol,None,DMF,13.97000027
2977,R1_Cl,R2_Bpin,P(tBu)3,NaOH,MeOH,20.19000053
2978,R1_Cl,R2_Bpin,P(Cy)3,NaOH,MeOH,12.85000038
2979,R1_Cl,R2_Bpin,AmPhos,NaOH,MeOH,8.819999695
2980,R1_Cl,R2_Bpin,PPh3,NaOH,MeOH,21.06999969
2981,R1_Cl,R2_Bpin,P(o-Tol)3,NaOH,MeOH,7.449999809
2982,R1_Cl,R2_Bpin,cataCXium A,NaOH,MeOH,42.97999954
2983,R1_Cl,R2_Bpin,SPhos,NaOH,MeOH,63.06000137
2984,R1_Cl,R2_Bpin,dtbpf,NaOH,MeOH,13.93999958
2985,R1_Cl,R2_Bpin,XPhos,NaOH,MeOH,58.97000122
2986,R1_Cl,R2_Bpin,dppf,NaOH,MeOH,15.36999989
2987,R1_Cl,R2_Bpin,Xantphos,NaOH,MeOH,1.139999986
2988,R1_Cl,R2_Bpin,Tol,NaOH,MeOH,17.73999977
2989,R1_Cl,R2_Bpin,P(tBu)3,NaHCO3,MeOH,21.20000076
2990,R1_Cl,R2_Bpin,P(Cy)3,NaHCO3,MeOH,11.90999985
2991,R1_Cl,R2_Bpin,AmPhos,NaHCO3,MeOH,12.19999981
2992,R1_Cl,R2_Bpin,PPh3,NaHCO3,MeOH,30.48999977
2993,R1_Cl,R2_Bpin,P(o-Tol)3,NaHCO3,MeOH,7.670000076
2994,R1_Cl,R2_Bpin,cataCXium A,NaHCO3,MeOH,16.27000046
2995,R1_Cl,R2_Bpin,SPhos,NaHCO3,MeOH,35.93999863
2996,R1_Cl,R2_Bpin,dtbpf,NaHCO3,MeOH,13.15999985
2997,R1_Cl,R2_Bpin,XPhos,NaHCO3,MeOH,34.15999985
2998,R1_Cl,R2_Bpin,dppf,NaHCO3,MeOH,15.43000031
2999,R1_Cl,R2_Bpin,Xantphos,NaHCO3,MeOH,5.380000114
3000,R1_Cl,R2_Bpin,Tol,NaHCO3,MeOH,15.75
3001,R1_Cl,R2_Bpin,P(tBu)3,CsF,MeOH,23.38999939
3002,R1_Cl,R2_Bpin,P(Cy)3,CsF,MeOH,11.68000031
3003,R1_Cl,R2_Bpin,AmPhos,CsF,MeOH,9.800000191
3004,R1_Cl,R2_Bpin,PPh3,CsF,MeOH,18.06999969
3005,R1_Cl,R2_Bpin,P(o-Tol)3,CsF,MeOH,8.149999619
3006,R1_Cl,R2_Bpin,cataCXium A,CsF,MeOH,21.77000046
3007,R1_Cl,R2_Bpin,SPhos,CsF,MeOH,14.38000011
3008,R1_Cl,R2_Bpin,dtbpf,CsF,MeOH,16.90999985
3009,R1_Cl,R2_Bpin,XPhos,CsF,MeOH,16.18000031
3010,R1_Cl,R2_Bpin,dppf,CsF,MeOH,12.68999958
3011,R1_Cl,R2_Bpin,Xantphos,CsF,MeOH,3.859999895
3012,R1_Cl,R2_Bpin,Tol,CsF,MeOH,12.07999992
3013,R1_Cl,R2_Bpin,P(tBu)3,K3PO4,MeOH,15.68999958
3014,R1_Cl,R2_Bpin,P(Cy)3,K3PO4,MeOH,12.03999996
3015,R1_Cl,R2_Bpin,AmPhos,K3PO4,MeOH,10.09000015
3016,R1_Cl,R2_Bpin,PPh3,K3PO4,MeOH,19.35000038
3017,R1_Cl,R2_Bpin,P(o-Tol)3,K3PO4,MeOH,5.869999886
3018,R1_Cl,R2_Bpin,cataCXium A,K3PO4,MeOH,15.42000008
3019,R1_Cl,R2_Bpin,SPhos,K3PO4,MeOH,60.45000076
3020,R1_Cl,R2_Bpin,dtbpf,K3PO4,MeOH,14.43999958
3021,R1_Cl,R2_Bpin,XPhos,K3PO4,MeOH,51.75
3022,R1_Cl,R2_Bpin,dppf,K3PO4,MeOH,16.12999916
3023,R1_Cl,R2_Bpin,Xantphos,K3PO4,MeOH,7.559999943
3024,R1_Cl,R2_Bpin,Tol,K3PO4,MeOH,14.40999985
3025,R1_Cl,R2_Bpin,P(tBu)3,KOH,MeOH,15.31999969
3026,R1_Cl,R2_Bpin,P(Cy)3,KOH,MeOH,11.81000042
3027,R1_Cl,R2_Bpin,AmPhos,KOH,MeOH,11.19999981
3028,R1_Cl,R2_Bpin,PPh3,KOH,MeOH,21.42000008
3029,R1_Cl,R2_Bpin,P(o-Tol)3,KOH,MeOH,6.28000021
3030,R1_Cl,R2_Bpin,cataCXium A,KOH,MeOH,13.28999996
3031,R1_Cl,R2_Bpin,SPhos,KOH,MeOH,60.40000153
3032,R1_Cl,R2_Bpin,dtbpf,KOH,MeOH,14.56999969
3033,R1_Cl,R2_Bpin,XPhos,KOH,MeOH,60.84999847
3034,R1_Cl,R2_Bpin,dppf,KOH,MeOH,17.18000031
3035,R1_Cl,R2_Bpin,Xantphos,KOH,MeOH,6.860000134
3036,R1_Cl,R2_Bpin,Tol,KOH,MeOH,16.29000092
3037,R1_Cl,R2_Bpin,P(tBu)3,LiOtBu,MeOH,17.43000031
3038,R1_Cl,R2_Bpin,P(Cy)3,LiOtBu,MeOH,9.210000038
3039,R1_Cl,R2_Bpin,AmPhos,LiOtBu,MeOH,12.78999996
3040,R1_Cl,R2_Bpin,PPh3,LiOtBu,MeOH,23.45000076
3041,R1_Cl,R2_Bpin,P(o-Tol)3,LiOtBu,MeOH,8.069999695
3042,R1_Cl,R2_Bpin,cataCXium A,LiOtBu,MeOH,21.18000031
3043,R1_Cl,R2_Bpin,SPhos,LiOtBu,MeOH,60.02000046
3044,R1_Cl,R2_Bpin,dtbpf,LiOtBu,MeOH,16.55999947
3045,R1_Cl,R2_Bpin,XPhos,LiOtBu,MeOH,65.54000092
3046,R1_Cl,R2_Bpin,dppf,LiOtBu,MeOH,17.73999977
3047,R1_Cl,R2_Bpin,Xantphos,LiOtBu,MeOH,8.529999733
3048,R1_Cl,R2_Bpin,Tol,LiOtBu,MeOH,16.47999954
3049,R1_Cl,R2_Bpin,P(tBu)3,Et3N,MeOH,15.05000019
3050,R1_Cl,R2_Bpin,P(Cy)3,Et3N,MeOH,11.90999985
3051,R1_Cl,R2_Bpin,AmPhos,Et3N,MeOH,10.86999989
3052,R1_Cl,R2_Bpin,PPh3,Et3N,MeOH,22.20000076
3053,R1_Cl,R2_Bpin,P(o-Tol)3,Et3N,MeOH,6.699999809
3054,R1_Cl,R2_Bpin,cataCXium A,Et3N,MeOH,23.44000053
3055,R1_Cl,R2_Bpin,SPhos,Et3N,MeOH,18.87000084
3056,R1_Cl,R2_Bpin,dtbpf,Et3N,MeOH,13.14000034
3057,R1_Cl,R2_Bpin,XPhos,Et3N,MeOH,16.22999954
3058,R1_Cl,R2_Bpin,dppf,Et3N,MeOH,14.72999954
3059,R1_Cl,R2_Bpin,Xantphos,Et3N,MeOH,5.75
3060,R1_Cl,R2_Bpin,Tol,Et3N,MeOH,14.21000004
3061,R1_Cl,R2_Bpin,P(tBu)3,None,MeOH,12.22999954
3062,R1_Cl,R2_Bpin,P(Cy)3,None,MeOH,11.60999966
3063,R1_Cl,R2_Bpin,AmPhos,None,MeOH,7.199999809
3064,R1_Cl,R2_Bpin,PPh3,None,MeOH,15.05000019
3065,R1_Cl,R2_Bpin,P(o-Tol)3,None,MeOH,7.860000134
3066,R1_Cl,R2_Bpin,cataCXium A,None,MeOH,19.76000023
3067,R1_Cl,R2_Bpin,SPhos,None,MeOH,9.619999886
