"inputs[""Aryl Halide""].components[0].identifiers[0].value","inputs[""Boronate in Solvent""].components[0].identifiers[0].value","inputs[""Ligand in Solvent""].components[0].identifiers[0].value","inputs[""Base in Solvent""].components[0].identifiers[0].value","inputs[""Solvent_1""].components[0].identifiers[0].value",outcomes[0].products[0].measurements[0].percentage.value
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P(c2ccccc2)c3ccccc3,[OH-].[Na+],CO,12.850000381469728
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,[OH-].[Na+],CO,8.819999694824219
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[OH-].[Na+],CO,21.06999969482422
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[OH-].[Na+],CO,7.449999809265137
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,[OH-].[Na+],CO,42.97999954223633
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[OH-].[Na+],CO,63.060001373291016
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],[OH-].[Na+],CO,13.9399995803833
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,[OH-].[Na+],CO,58.970001220703125
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],[OH-].[Na+],CO,15.369999885559082
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,[OH-].[Na+],CO,1.1399999856948853
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1,[OH-].[Na+],CO,17.739999771118164
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,C(=O)(O)[O-].[Na+],CO,21.200000762939453
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P(c2ccccc2)c3ccccc3,C(=O)(O)[O-].[Na+],CO,11.90999984741211
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,C(=O)(O)[O-].[Na+],CO,12.199999809265137
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,C(=O)(O)[O-].[Na+],CO,30.489999771118164
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,C(=O)(O)[O-].[Na+],CO,7.670000076293945
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,C(=O)(O)[O-].[Na+],CO,16.270000457763672
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,C(=O)(O)[O-].[Na+],CO,35.939998626708984
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],C(=O)(O)[O-].[Na+],CO,13.15999984741211
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,C(=O)(O)[O-].[Na+],CO,34.15999984741211
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],C(=O)(O)[O-].[Na+],CO,15.43000030517578
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,C(=O)(O)[O-].[Na+],CO,5.380000114440918
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1,C(=O)(O)[O-].[Na+],CO,15.75
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],CO,23.38999938964844
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P(c2ccccc2)c3ccccc3,[F-].[Cs+],CO,11.68000030517578
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,[F-].[Cs+],CO,9.800000190734863
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[F-].[Cs+],CO,18.06999969482422
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[F-].[Cs+],CO,8.149999618530273
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,[F-].[Cs+],CO,21.770000457763672
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[F-].[Cs+],CO,14.380000114440918
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],[F-].[Cs+],CO,16.90999984741211
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,[F-].[Cs+],CO,16.18000030517578
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],[F-].[Cs+],CO,12.6899995803833
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,[F-].[Cs+],CO,3.859999895095825
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1,[F-].[Cs+],CO,12.079999923706056
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,15.6899995803833
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P(c2ccccc2)c3ccccc3,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,12.039999961853027
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,10.09000015258789
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,19.350000381469727
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,5.869999885559082
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,15.420000076293944
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,60.45000076293945
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,14.4399995803833
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,51.75
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,16.1299991607666
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,7.559999942779541
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,14.40999984741211
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[OH-].[K+],CO,15.31999969482422
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P(c2ccccc2)c3ccccc3,[OH-].[K+],CO,11.8100004196167
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,[OH-].[K+],CO,11.199999809265137
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[OH-].[K+],CO,21.420000076293945
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[OH-].[K+],CO,6.28000020980835
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,[OH-].[K+],CO,13.289999961853027
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[OH-].[K+],CO,60.400001525878906
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],[OH-].[K+],CO,14.56999969482422
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,[OH-].[K+],CO,60.84999847412109
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],[OH-].[K+],CO,17.18000030517578
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,[OH-].[K+],CO,6.860000133514404
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1,[OH-].[K+],CO,16.290000915527344
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Li+].CC(C)(C)[O-],CO,17.43000030517578
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P(c2ccccc2)c3ccccc3,[Li+].CC(C)(C)[O-],CO,9.210000038146973
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,[Li+].CC(C)(C)[O-],CO,12.789999961853027
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Li+].CC(C)(C)[O-],CO,23.450000762939453
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[Li+].CC(C)(C)[O-],CO,8.069999694824219
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,[Li+].CC(C)(C)[O-],CO,21.18000030517578
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Li+].CC(C)(C)[O-],CO,60.02000045776367
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],[Li+].CC(C)(C)[O-],CO,16.559999465942383
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,[Li+].CC(C)(C)[O-],CO,65.54000091552734
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],[Li+].CC(C)(C)[O-],CO,17.739999771118164
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,[Li+].CC(C)(C)[O-],CO,8.529999732971191
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1,[Li+].CC(C)(C)[O-],CO,16.479999542236328
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,CO,15.050000190734863
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P(c2ccccc2)c3ccccc3,CCN(CC)CC,CO,11.90999984741211
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,CCN(CC)CC,CO,10.869999885559082
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,CCN(CC)CC,CO,22.200000762939453
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,CCN(CC)CC,CO,6.699999809265137
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,CCN(CC)CC,CO,23.440000534057617
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,CCN(CC)CC,CO,18.8700008392334
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],CCN(CC)CC,CO,13.140000343322754
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,CCN(CC)CC,CO,16.229999542236328
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],CCN(CC)CC,CO,14.729999542236328
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,CCN(CC)CC,CO,5.75
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1,CCN(CC)CC,CO,14.210000038146973
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,O,CO,12.229999542236328
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P(c2ccccc2)c3ccccc3,O,CO,11.609999656677246
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,O,CO,7.199999809265137
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,O,CO,15.050000190734863
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,O,CO,7.860000133514404
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,O,CO,19.76000022888184
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,O,CO,9.619999885559082
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],O,CO,10.81999969482422
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,O,CO,10.3100004196167
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],O,CO,13.630000114440918
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,O,CO,6.739999771118164
ClC1=CC=C2N=CC=CC2=C1,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1,O,CO,15.529999732971191
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,F[B-](F)(C1=C(C)C=CC2=C1C=NN2C3CCCCO3)F.[K+],Cc1ccccc1,O,CC#N,13.979999542236328
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,F[B-](F)(C1=C(C)C=CC2=C1C=NN2C3CCCCO3)F.[K+],CC(C)(C)P(C(C)(C)C)C(C)(C)C,O,CC#N,7.96999979019165
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,F[B-](F)(C1=C(C)C=CC2=C1C=NN2C3CCCCO3)F.[K+],c1ccc(cc1)P(c2ccccc2)c3ccccc3,O,CC#N,12.279999732971191
